DEPT,Region,FOL,Question,Answer,Count,WTPS_Sum
National Energy Board,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat disagree,1,1.8785
National Energy Board,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Unable to assess,2,3.757
National Energy Board,"Prairies, Nunavut, Northwest Territories",French,MAN_60A,Somewhat agree,1,1.8785
National Energy Board,"Prairies, Nunavut, Northwest Territories",French,MAN_60A,Unable to assess,1,1.8785
National Energy Board,"British Columbia, Yukon",English,MAN_60A,Somewhat agree,1,1.8785
Canada School of Public Service,Atlantic,English,MAN_60A,Somewhat disagree,1,2.1207
Canada School of Public Service,Atlantic,French,MAN_60A,Somewhat agree,1,3.6429
Canada School of Public Service,Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,1,2
Canada School of Public Service,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,2,4.1207
Canada School of Public Service,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,1,2.1207
Canada School of Public Service,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,1,2.1207
Canada School of Public Service,"Prairies, Nunavut, Northwest Territories",French,MAN_60A,Strongly agree,1,2
Canada School of Public Service,"British Columbia, Yukon",French,MAN_60A,Strongly agree,1,2
Canada School of Public Service,National Capital Region,English,MAN_60A,Strongly agree,5,14.9176
Canada School of Public Service,National Capital Region,English,MAN_60A,Somewhat agree,6,16.5732
Canada School of Public Service,National Capital Region,English,MAN_60A,Unable to assess,2,4.1112
Canada School of Public Service,National Capital Region,French,MAN_60A,Strongly agree,26,65.2607
Canada School of Public Service,National Capital Region,French,MAN_60A,Somewhat agree,10,23.6257
Canada School of Public Service,National Capital Region,French,MAN_60A,Strongly disagree,1,2.1207
Canada School of Public Service,National Capital Region,French,MAN_60A,Unable to assess,1,2.2143
Office of the Privacy Commissioner of Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,1,1.5586
Office of the Privacy Commissioner of Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,1,1.85
Office of the Privacy Commissioner of Canada,National Capital Region,English,MAN_60A,Strongly agree,2,3.1172
Office of the Privacy Commissioner of Canada,National Capital Region,English,MAN_60A,Somewhat agree,1,2.24
Office of the Privacy Commissioner of Canada,National Capital Region,French,MAN_60A,Strongly agree,5,9.5798
Office of the Privacy Commissioner of Canada,National Capital Region,French,MAN_60A,Somewhat agree,3,5.2778
Infrastructure Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,1,2.3288
Infrastructure Canada,National Capital Region,English,MAN_60A,Strongly agree,14,33.5921
Infrastructure Canada,National Capital Region,English,MAN_60A,Somewhat agree,8,19.6929
Infrastructure Canada,National Capital Region,English,MAN_60A,Neither agree nor disagree,1,2.2697
Infrastructure Canada,National Capital Region,English,MAN_60A,Strongly disagree,2,5.9418
Infrastructure Canada,National Capital Region,English,MAN_60A,Unable to assess,2,4.6634
Infrastructure Canada,National Capital Region,French,MAN_60A,Strongly agree,11,25.4888
Infrastructure Canada,National Capital Region,French,MAN_60A,Somewhat agree,6,15.2961
Infrastructure Canada,National Capital Region,French,MAN_60A,Unable to assess,1,2.0609
Canada Border Services Agency,Atlantic,English,MAN_60A,Strongly agree,7,17.1167
Canada Border Services Agency,Atlantic,English,MAN_60A,Somewhat agree,3,6.768
Canada Border Services Agency,Atlantic,English,MAN_60A,Unable to assess,1,2.4679
Canada Border Services Agency,Atlantic,French,MAN_60A,Strongly agree,2,4.566
Canada Border Services Agency,Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,5,11.6837
Canada Border Services Agency,Quebec (excluding the National Capital Region),English,MAN_60A,Somewhat agree,1,2.0981
Canada Border Services Agency,Quebec (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,2.4679
Canada Border Services Agency,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,11,27.0335
Canada Border Services Agency,Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,18,43.5855
Canada Border Services Agency,Quebec (excluding the National Capital Region),French,MAN_60A,Neither agree nor disagree,1,2.0981
Canada Border Services Agency,Quebec (excluding the National Capital Region),French,MAN_60A,Unable to assess,2,5.0414
Canada Border Services Agency,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,16,39.3302
Canada Border Services Agency,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,8,19.8246
Canada Border Services Agency,Ontario (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,2.4679
Canada Border Services Agency,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat disagree,1,2.4679
Canada Border Services Agency,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly disagree,3,6.8736
Canada Border Services Agency,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,12,29.607
Canada Border Services Agency,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat agree,4,9.2359
Canada Border Services Agency,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly disagree,2,5.0414
Canada Border Services Agency,"Prairies, Nunavut, Northwest Territories",French,MAN_60A,Strongly agree,1,1.8322
Canada Border Services Agency,"Prairies, Nunavut, Northwest Territories",Not stated,MAN_60A,Somewhat agree,1,2.4679
Canada Border Services Agency,"British Columbia, Yukon",English,MAN_60A,Strongly agree,17,41.1606
Canada Border Services Agency,"British Columbia, Yukon",English,MAN_60A,Somewhat agree,11,25.6868
Canada Border Services Agency,"British Columbia, Yukon",English,MAN_60A,Neither agree nor disagree,2,5.0414
Canada Border Services Agency,"British Columbia, Yukon",English,MAN_60A,Unable to assess,1,2.4679
Canada Border Services Agency,"British Columbia, Yukon",French,MAN_60A,Neither agree nor disagree,1,2.4679
Canada Border Services Agency,National Capital Region,English,MAN_60A,Strongly agree,82,191.3453
Canada Border Services Agency,National Capital Region,English,MAN_60A,Somewhat agree,25,58.5836
Canada Border Services Agency,National Capital Region,English,MAN_60A,Neither agree nor disagree,4,9.1775
Canada Border Services Agency,National Capital Region,English,MAN_60A,Somewhat disagree,1,2.0749
Canada Border Services Agency,National Capital Region,English,MAN_60A,Strongly disagree,3,7.4037
Canada Border Services Agency,National Capital Region,English,MAN_60A,Unable to assess,10,24.1462
Canada Border Services Agency,National Capital Region,French,MAN_60A,Strongly agree,51,114.1819
Canada Border Services Agency,National Capital Region,French,MAN_60A,Somewhat agree,25,58.2461
Canada Border Services Agency,National Capital Region,French,MAN_60A,Neither agree nor disagree,6,13.3857
Canada Border Services Agency,National Capital Region,French,MAN_60A,Somewhat disagree,2,4.9765
Canada Border Services Agency,National Capital Region,French,MAN_60A,Strongly disagree,1,2.4679
Canada Border Services Agency,National Capital Region,French,MAN_60A,Unable to assess,12,27.1362
Canada Border Services Agency,National Capital Region,Not stated,MAN_60A,Strongly agree,1,2.5735
Canada Border Services Agency,National Capital Region,Not stated,MAN_60A,Somewhat agree,1,2.4194
Canada Border Services Agency,Outside of Canada,English,MAN_60A,Unable to assess,1,2.4679
Administrative Tribunals Support Service of Canada,"British Columbia, Yukon",English,MAN_60A,Somewhat disagree,1,2.2436
Administrative Tribunals Support Service of Canada,National Capital Region,English,MAN_60A,Strongly agree,6,12.8766
Administrative Tribunals Support Service of Canada,National Capital Region,English,MAN_60A,Somewhat agree,4,10.3147
Administrative Tribunals Support Service of Canada,National Capital Region,English,MAN_60A,Unable to assess,1,1.7927
Administrative Tribunals Support Service of Canada,National Capital Region,French,MAN_60A,Strongly agree,17,42.0542
Administrative Tribunals Support Service of Canada,National Capital Region,French,MAN_60A,Somewhat agree,6,11.5259
Administrative Tribunals Support Service of Canada,National Capital Region,French,MAN_60A,Neither agree nor disagree,1,1.7927
Administrative Tribunals Support Service of Canada,National Capital Region,French,MAN_60A,Somewhat disagree,1,1.766
Administrative Tribunals Support Service of Canada,National Capital Region,French,MAN_60A,Unable to assess,2,3.9803
Federal Economic Development Agency for Southern Ontario,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,10,18.1798
Federal Economic Development Agency for Southern Ontario,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,2,6.0935
Federal Economic Development Agency for Southern Ontario,Ontario (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,1.9267
Federal Economic Development Agency for Southern Ontario,National Capital Region,English,MAN_60A,Strongly agree,3,8.8993
Shared Services Canada,Atlantic,English,MAN_60A,Strongly agree,5,10.2285
Shared Services Canada,Atlantic,English,MAN_60A,Somewhat agree,1,2.2134
Shared Services Canada,Atlantic,English,MAN_60A,Somewhat disagree,1,2.2134
Shared Services Canada,Atlantic,English,MAN_60A,Unable to assess,2,4.0914
Shared Services Canada,Atlantic,French,MAN_60A,Strongly agree,2,4.0914
Shared Services Canada,Atlantic,French,MAN_60A,Somewhat agree,1,2.0457
Shared Services Canada,Atlantic,French,MAN_60A,Unable to assess,1,2.0457
Shared Services Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,4,8.1828
Shared Services Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Somewhat agree,1,2.0457
Shared Services Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,9,18.2
Shared Services Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,9,18.579
Shared Services Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Neither agree nor disagree,2,4.0914
Shared Services Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Unable to assess,4,8.7946
Shared Services Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,6,12.1685
Shared Services Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,3,6.1371
Shared Services Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,2.0457
Shared Services Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,3,6.8605
Shared Services Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat agree,3,6.1371
Shared Services Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly disagree,1,2.0457
Shared Services Canada,"British Columbia, Yukon",English,MAN_60A,Strongly agree,4,8.1828
Shared Services Canada,"British Columbia, Yukon",English,MAN_60A,Somewhat agree,2,4.0914
Shared Services Canada,"British Columbia, Yukon",English,MAN_60A,Neither agree nor disagree,1,2.0457
Shared Services Canada,"British Columbia, Yukon",English,MAN_60A,Unable to assess,1,2.0457
Shared Services Canada,"British Columbia, Yukon",French,MAN_60A,Strongly agree,1,2.0457
Shared Services Canada,National Capital Region,English,MAN_60A,Strongly agree,113,238.1693
Shared Services Canada,National Capital Region,English,MAN_60A,Somewhat agree,43,90.8612
Shared Services Canada,National Capital Region,English,MAN_60A,Neither agree nor disagree,8,15.8997
Shared Services Canada,National Capital Region,English,MAN_60A,Somewhat disagree,4,8.3659
Shared Services Canada,National Capital Region,English,MAN_60A,Strongly disagree,2,4.5971
Shared Services Canada,National Capital Region,English,MAN_60A,Unable to assess,13,27.5036
Shared Services Canada,National Capital Region,French,MAN_60A,Strongly agree,116,243.8253
Shared Services Canada,National Capital Region,French,MAN_60A,Somewhat agree,64,135.678
Shared Services Canada,National Capital Region,French,MAN_60A,Neither agree nor disagree,10,21.2911
Shared Services Canada,National Capital Region,French,MAN_60A,Somewhat disagree,7,14.7275
Shared Services Canada,National Capital Region,French,MAN_60A,Strongly disagree,4,8.5481
Shared Services Canada,National Capital Region,French,MAN_60A,Unable to assess,16,32.8989
Shared Services Canada,National Capital Region,Not stated,MAN_60A,Strongly agree,1,1.725
Shared Services Canada,National Capital Region,Not stated,MAN_60A,Somewhat agree,1,2.0457
Shared Services Canada,Not stated,French,MAN_60A,Strongly agree,2,3.9857
Office of the Commissioner of Canada Elections,Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,1,1.6667
Office of the Commissioner of Canada Elections,National Capital Region,French,MAN_60A,Strongly agree,2,3.3334
Office of the Superintendent of Bankruptcy of Canada,Atlantic,English,MAN_60A,Strongly agree,1,2.0388
Office of the Superintendent of Bankruptcy of Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,1,2.0417
Office of the Superintendent of Bankruptcy of Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,4,7.8414
Office of the Superintendent of Bankruptcy of Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,1,2.0388
